nohup: ignoring input
/root/miniconda3/lib/python3.12/site-packages/torch_geometric/graphgym/config.py:19: UserWarning: Could not define global config object. Please install 'yacs' via 'pip install yacs' in order to use GraphGym
Epoch 10, accuracy: 0.1652
Epoch 10, Train Loss: 0.6763, Val Loss: 1.7217
batch size: (922, 922)
Epoch 11, accuracy: 0.1666
batch size: (906, 906)
Epoch 12, accuracy: 0.1665
Epoch 12, Train Loss: 0.6396, Val Loss: 1.7390
batch size: (905, 905)
Epoch 13, accuracy: 0.1684
batch size: (898, 898)
Epoch 14, accuracy: 0.1686
Epoch 14, Train Loss: 0.6497, Val Loss: 1.7098
batch size: (916, 916)
Epoch 15, accuracy: 0.1638
batch size: (904, 904)
Epoch 16, accuracy: 0.1664
Epoch 16, Train Loss: 0.5875, Val Loss: 1.7704
batch size: (891, 891)
Epoch 17, accuracy: 0.1690
batch size: (891, 891)
Epoch 18, accuracy: 0.1682
Epoch 18, Train Loss: 0.4499, Val Loss: 1.7458
batch size: (895, 895)
Epoch 19, accuracy: 0.1662
batch size: (910, 910)
Epoch 20, accuracy: 0.1688
Epoch 20, Train Loss: 0.6167, Val Loss: 1.7392
batch size: (893, 893)
Epoch 21, accuracy: 0.1655
batch size: (908, 908)
Epoch 22, accuracy: 0.1696
Epoch 22, Train Loss: 0.6088, Val Loss: 1.7427
batch size: (917, 917)
Epoch 23, accuracy: 0.1670
/root/./pipeline/pipeline-Copy1.py:170: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  model.load_state_dict(torch.load(best_model_path))
/root/./pipeline/pipeline-Copy1.py:170: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  model.load_state_dict(torch.load(best_model_path))
batch size: (893, 893)
Epoch 24, accuracy: 0.1651
Epoch 24, Train Loss: 0.5485, Val Loss: 1.7507
batch size: (901, 901)
Epoch 25, accuracy: 0.1693
batch size: (910, 910)
Epoch 26, accuracy: 0.1681
Epoch 26, Train Loss: 0.6728, Val Loss: 1.7566
batch size: (906, 906)
Epoch 27, accuracy: 0.1666
batch size: (906, 906)
Epoch 28, accuracy: 0.1677
Epoch 28, Train Loss: 0.6459, Val Loss: 1.7235
batch size: (870, 870)
Epoch 29, accuracy: 0.1667
batch size: (907, 907)
Epoch 30, accuracy: 0.1653
Epoch 30, Train Loss: 0.5704, Val Loss: 1.7135
batch size: (899, 899)
Epoch 31, accuracy: 0.1678
batch size: (890, 890)
Epoch 32, accuracy: 0.1705
Epoch 32, Train Loss: 0.5928, Val Loss: 1.7278
batch size: (879, 879)
Epoch 33, accuracy: 0.1652
batch size: (897, 897)
Epoch 34, accuracy: 0.1688
Epoch 34, Train Loss: 0.6616, Val Loss: 1.7351
batch size: (901, 901)
Epoch 35, accuracy: 0.1665
batch size: (891, 891)
Epoch 36, accuracy: 0.1695
Epoch 36, Train Loss: 0.5926, Val Loss: 1.7236
batch size: (904, 904)
Epoch 37, accuracy: 0.1689
batch size: (892, 892)
Epoch 38, accuracy: 0.1707
Epoch 38, Train Loss: 0.5263, Val Loss: 1.7581
batch size: (920, 920)
Epoch 39, accuracy: 0.1681
batch size: (892, 892)
Epoch 40, accuracy: 0.1682
Epoch 40, Train Loss: 0.6347, Val Loss: 1.7277
batch size: (901, 901)
Epoch 41, accuracy: 0.1641
batch size: (921, 921)
Epoch 42, accuracy: 0.1689
Epoch 42, Train Loss: 0.6462, Val Loss: 1.7378
batch size: (898, 898)
Epoch 43, accuracy: 0.1655
batch size: (887, 887)
Epoch 44, accuracy: 0.1689
Epoch 44, Train Loss: 0.6503, Val Loss: 1.6843
batch size: (897, 897)
Epoch 45, accuracy: 0.1664
batch size: (914, 914)
Epoch 46, accuracy: 0.1668
Epoch 46, Train Loss: 0.6916, Val Loss: 1.7122
batch size: (902, 902)
Epoch 47, accuracy: 0.1632
batch size: (887, 887)
Epoch 48, accuracy: 0.1699
Epoch 48, Train Loss: 0.5785, Val Loss: 1.7300
batch size: (900, 900)
Epoch 49, accuracy: 0.1671
Loaded best model with val_loss = 1.1361560821533203
test :accuracy 0.4286, f1_macro: 0.2000, f1_micro: 0.4286, auc: 0.5065
Training GCN with 32 layers...
可训练参数: 2130185_GCN
不可训练参数: 0
batch size: (906, 906)
✅ Epoch 0: New best model saved with val_loss = 1.1290
Epoch 0, accuracy: 0.1685
Epoch 0, Train Loss: 1.2072, Val Loss: 1.1290
batch size: (881, 881)
Epoch 1, accuracy: 0.1670
batch size: (915, 915)
Epoch 2, accuracy: 0.1658
Epoch 2, Train Loss: 1.2109, Val Loss: 1.1508
batch size: (915, 915)
Epoch 3, accuracy: 0.3593
batch size: (895, 895)
✅ Epoch 4: New best model saved with val_loss = 1.1220
Epoch 4, accuracy: 0.3583
Epoch 4, Train Loss: 1.0824, Val Loss: 1.1220
batch size: (897, 897)
Epoch 5, accuracy: 0.3576
batch size: (908, 908)
Epoch 6, accuracy: 0.3558
Epoch 6, Train Loss: 1.2283, Val Loss: 1.1245
batch size: (902, 902)
Epoch 7, accuracy: 0.1693
batch size: (878, 878)
Epoch 8, accuracy: 0.1684
Epoch 8, Train Loss: 1.1905, Val Loss: 1.1363
batch size: (889, 889)
Epoch 9, accuracy: 0.1708
batch size: (890, 890)
Epoch 10, accuracy: 0.1691
Epoch 10, Train Loss: 1.1602, Val Loss: 1.1246
batch size: (899, 899)
✅ Epoch 11: New best model saved with val_loss = 1.1200
Epoch 11, accuracy: 0.1697
batch size: (911, 911)
✅ Epoch 12: New best model saved with val_loss = 1.1156
Epoch 12, accuracy: 0.1661
Epoch 12, Train Loss: 1.1832, Val Loss: 1.1156
batch size: (907, 907)
Epoch 13, accuracy: 0.3563
batch size: (903, 903)
Epoch 14, accuracy: 0.1712
Epoch 14, Train Loss: 1.1968, Val Loss: 1.1204
batch size: (914, 914)
✅ Epoch 15: New best model saved with val_loss = 1.1097
Epoch 15, accuracy: 0.3539
batch size: (866, 866)
Epoch 16, accuracy: 0.3588
Epoch 16, Train Loss: 1.1662, Val Loss: 1.1107
batch size: (887, 887)
✅ Epoch 17: New best model saved with val_loss = 1.1087
Epoch 17, accuracy: 0.3581
batch size: (893, 893)
✅ Epoch 18: New best model saved with val_loss = 1.1075
Epoch 18, accuracy: 0.3567
Epoch 18, Train Loss: 1.1325, Val Loss: 1.1075
batch size: (905, 905)
Epoch 19, accuracy: 0.3589
batch size: (901, 901)
Epoch 20, accuracy: 0.1683
Epoch 20, Train Loss: 0.9803, Val Loss: 1.1127
batch size: (889, 889)
Epoch 21, accuracy: 0.3748
batch size: (910, 910)
Epoch 22, accuracy: 0.1658
Epoch 22, Train Loss: 1.2177, Val Loss: 1.1131
batch size: (913, 913)
Epoch 23, accuracy: 0.3567
batch size: (904, 904)
Epoch 24, accuracy: 0.3576
Epoch 24, Train Loss: 1.1367, Val Loss: 1.1102
batch size: (897, 897)
Epoch 25, accuracy: 0.3539
batch size: (913, 913)
Epoch 26, accuracy: 0.3716
Epoch 26, Train Loss: 1.0774, Val Loss: 1.1081
batch size: (894, 894)
Epoch 27, accuracy: 0.3627
batch size: (880, 880)
Epoch 28, accuracy: 0.3546
Epoch 28, Train Loss: 1.2141, Val Loss: 1.1108
batch size: (905, 905)
✅ Epoch 29: New best model saved with val_loss = 1.1074
Epoch 29, accuracy: 0.3594
batch size: (898, 898)
Epoch 30, accuracy: 0.3563
Epoch 30, Train Loss: 1.1817, Val Loss: 1.1097
batch size: (893, 893)
Epoch 31, accuracy: 0.1685
batch size: (906, 906)
Epoch 32, accuracy: 0.3581
Epoch 32, Train Loss: 1.0843, Val Loss: 1.1103
batch size: (908, 908)
Epoch 33, accuracy: 0.1677
batch size: (894, 894)
Epoch 34, accuracy: 0.1667
Epoch 34, Train Loss: 1.1625, Val Loss: 1.1101
batch size: (909, 909)
✅ Epoch 35: New best model saved with val_loss = 1.1061
Epoch 35, accuracy: 0.3719
batch size: (906, 906)
Epoch 36, accuracy: 0.1683
Epoch 36, Train Loss: 1.1503, Val Loss: 1.1136
batch size: (903, 903)
Epoch 37, accuracy: 0.1655
batch size: (895, 895)
Epoch 38, accuracy: 0.1668
Epoch 38, Train Loss: 1.2111, Val Loss: 1.1159
batch size: (900, 900)
Epoch 39, accuracy: 0.3547
batch size: (918, 918)
Epoch 40, accuracy: 0.3552
Epoch 40, Train Loss: 1.1266, Val Loss: 1.1126
batch size: (909, 909)
Epoch 41, accuracy: 0.3534
batch size: (907, 907)
Epoch 42, accuracy: 0.3574
Epoch 42, Train Loss: 1.0933, Val Loss: 1.1073
batch size: (917, 917)
Epoch 43, accuracy: 0.3517
batch size: (901, 901)
Epoch 44, accuracy: 0.3612
Epoch 44, Train Loss: 1.1345, Val Loss: 1.1087
batch size: (903, 903)
✅ Epoch 45: New best model saved with val_loss = 1.1056
Epoch 45, accuracy: 0.3564
batch size: (908, 908)
Epoch 46, accuracy: 0.3533
Epoch 46, Train Loss: 1.0466, Val Loss: 1.1095
batch size: (893, 893)
Epoch 47, accuracy: 0.3538
batch size: (918, 918)
Epoch 48, accuracy: 0.3573
Epoch 48, Train Loss: 1.0270, Val Loss: 1.1126
batch size: (917, 917)
Epoch 49, accuracy: 0.3550
Loaded best model with val_loss = 1.1056421995162964
test :accuracy 0.3555, f1_macro: 0.2426, f1_micro: 0.3555, auc: 0.5003
Training GraphSAGE with 2 layers...
可训练参数: 262153_GraphSAGE
不可训练参数: 0
batch size: (899, 899)
✅ Epoch 0: New best model saved with val_loss = 1.0935
Epoch 0, accuracy: 0.4458
Epoch 0, Train Loss: 1.1671, Val Loss: 1.0935
batch size: (895, 895)
✅ Epoch 1: New best model saved with val_loss = 1.0864
Epoch 1, accuracy: 0.5399
batch size: (906, 906)
✅ Epoch 2: New best model saved with val_loss = 1.0755
Epoch 2, accuracy: 0.6133
Epoch 2, Train Loss: 0.3386, Val Loss: 1.0755
batch size: (897, 897)
✅ Epoch 3: New best model saved with val_loss = 1.0645
Epoch 3, accuracy: 0.6479
batch size: (905, 905)
✅ Epoch 4: New best model saved with val_loss = 1.0538
Epoch 4, accuracy: 0.6690
Epoch 4, Train Loss: 0.1017, Val Loss: 1.0538
batch size: (888, 888)
✅ Epoch 5: New best model saved with val_loss = 1.0421
Epoch 5, accuracy: 0.6810
batch size: (893, 893)
✅ Epoch 6: New best model saved with val_loss = 1.0285
Epoch 6, accuracy: 0.6873
Epoch 6, Train Loss: 0.0379, Val Loss: 1.0285
batch size: (904, 904)
✅ Epoch 7: New best model saved with val_loss = 1.0158
Epoch 7, accuracy: 0.6898
batch size: (893, 893)
✅ Epoch 8: New best model saved with val_loss = 1.0021
Epoch 8, accuracy: 0.6852
Epoch 8, Train Loss: 0.0084, Val Loss: 1.0021
batch size: (887, 887)
✅ Epoch 9: New best model saved with val_loss = 0.9901
Epoch 9, accuracy: 0.6845
batch size: (893, 893)
✅ Epoch 10: New best model saved with val_loss = 0.9765
Epoch 10, accuracy: 0.6855
Epoch 10, Train Loss: 0.0016, Val Loss: 0.9765
batch size: (909, 909)
✅ Epoch 11: New best model saved with val_loss = 0.9638
Epoch 11, accuracy: 0.6868
batch size: (906, 906)
/root/./pipeline/pipeline-Copy1.py:170: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  model.load_state_dict(torch.load(best_model_path))
✅ Epoch 12: New best model saved with val_loss = 0.9509
Epoch 12, accuracy: 0.6864
Epoch 12, Train Loss: 0.0006, Val Loss: 0.9509
batch size: (904, 904)
✅ Epoch 13: New best model saved with val_loss = 0.9371
Epoch 13, accuracy: 0.6893
batch size: (896, 896)
✅ Epoch 14: New best model saved with val_loss = 0.9238
Epoch 14, accuracy: 0.6915
Epoch 14, Train Loss: 0.0008, Val Loss: 0.9238
batch size: (903, 903)
✅ Epoch 15: New best model saved with val_loss = 0.9113
Epoch 15, accuracy: 0.7014
batch size: (893, 893)
✅ Epoch 16: New best model saved with val_loss = 0.8975
Epoch 16, accuracy: 0.6980
Epoch 16, Train Loss: 0.0004, Val Loss: 0.8975
batch size: (910, 910)
✅ Epoch 17: New best model saved with val_loss = 0.8844
Epoch 17, accuracy: 0.7038
batch size: (892, 892)
✅ Epoch 18: New best model saved with val_loss = 0.8693
Epoch 18, accuracy: 0.7059
Epoch 18, Train Loss: 0.0003, Val Loss: 0.8693
batch size: (910, 910)
✅ Epoch 19: New best model saved with val_loss = 0.8574
Epoch 19, accuracy: 0.7051
batch size: (907, 907)
✅ Epoch 20: New best model saved with val_loss = 0.8415
Epoch 20, accuracy: 0.7069
Epoch 20, Train Loss: 0.0011, Val Loss: 0.8415
batch size: (907, 907)
✅ Epoch 21: New best model saved with val_loss = 0.8319
Epoch 21, accuracy: 0.7106
batch size: (900, 900)
✅ Epoch 22: New best model saved with val_loss = 0.8190
Epoch 22, accuracy: 0.7108
Epoch 22, Train Loss: 0.0008, Val Loss: 0.8190
batch size: (894, 894)
✅ Epoch 23: New best model saved with val_loss = 0.8040
Epoch 23, accuracy: 0.7084
batch size: (878, 878)
✅ Epoch 24: New best model saved with val_loss = 0.7912
Epoch 24, accuracy: 0.7097
Epoch 24, Train Loss: 0.0001, Val Loss: 0.7912
batch size: (895, 895)
✅ Epoch 25: New best model saved with val_loss = 0.7828
Epoch 25, accuracy: 0.7115
batch size: (896, 896)
✅ Epoch 26: New best model saved with val_loss = 0.7694
Epoch 26, accuracy: 0.7114
Epoch 26, Train Loss: 0.0001, Val Loss: 0.7694
batch size: (899, 899)
✅ Epoch 27: New best model saved with val_loss = 0.7561
Epoch 27, accuracy: 0.7118
batch size: (916, 916)
✅ Epoch 28: New best model saved with val_loss = 0.7458
Epoch 28, accuracy: 0.7088
Epoch 28, Train Loss: 0.0001, Val Loss: 0.7458
batch size: (894, 894)
✅ Epoch 29: New best model saved with val_loss = 0.7324
Epoch 29, accuracy: 0.7092
batch size: (886, 886)
✅ Epoch 30: New best model saved with val_loss = 0.7231
Epoch 30, accuracy: 0.7086
Epoch 30, Train Loss: 0.0004, Val Loss: 0.7231
batch size: (893, 893)
✅ Epoch 31: New best model saved with val_loss = 0.7089
Epoch 31, accuracy: 0.7066
batch size: (894, 894)
✅ Epoch 32: New best model saved with val_loss = 0.6994
Epoch 32, accuracy: 0.7064
Epoch 32, Train Loss: 0.0001, Val Loss: 0.6994
batch size: (891, 891)
✅ Epoch 33: New best model saved with val_loss = 0.6876
Epoch 33, accuracy: 0.7075
batch size: (910, 910)
✅ Epoch 34: New best model saved with val_loss = 0.6781
Epoch 34, accuracy: 0.7098
Epoch 34, Train Loss: 0.0001, Val Loss: 0.6781
batch size: (892, 892)
✅ Epoch 35: New best model saved with val_loss = 0.6707
Epoch 35, accuracy: 0.7110
batch size: (889, 889)
✅ Epoch 36: New best model saved with val_loss = 0.6632
Epoch 36, accuracy: 0.7085
Epoch 36, Train Loss: 0.0000, Val Loss: 0.6632
batch size: (885, 885)
✅ Epoch 37: New best model saved with val_loss = 0.6531
Epoch 37, accuracy: 0.7104
batch size: (903, 903)
✅ Epoch 38: New best model saved with val_loss = 0.6457
Epoch 38, accuracy: 0.7107
Epoch 38, Train Loss: 0.0001, Val Loss: 0.6457
batch size: (928, 928)
✅ Epoch 39: New best model saved with val_loss = 0.6361
Epoch 39, accuracy: 0.7099
batch size: (895, 895)
✅ Epoch 40: New best model saved with val_loss = 0.6273
Epoch 40, accuracy: 0.7114
Epoch 40, Train Loss: 0.0000, Val Loss: 0.6273
batch size: (907, 907)
✅ Epoch 41: New best model saved with val_loss = 0.6235
Epoch 41, accuracy: 0.7103
batch size: (898, 898)
✅ Epoch 42: New best model saved with val_loss = 0.6216
Epoch 42, accuracy: 0.7106
Epoch 42, Train Loss: 0.0001, Val Loss: 0.6216
batch size: (893, 893)
✅ Epoch 43: New best model saved with val_loss = 0.6155
Epoch 43, accuracy: 0.7097
batch size: (894, 894)
✅ Epoch 44: New best model saved with val_loss = 0.6073
Epoch 44, accuracy: 0.7101
Epoch 44, Train Loss: 0.0001, Val Loss: 0.6073
batch size: (901, 901)
✅ Epoch 45: New best model saved with val_loss = 0.6049
Epoch 45, accuracy: 0.7107
batch size: (912, 912)
✅ Epoch 46: New best model saved with val_loss = 0.6022
Epoch 46, accuracy: 0.7114
Epoch 46, Train Loss: 0.0001, Val Loss: 0.6022
batch size: (902, 902)
✅ Epoch 47: New best model saved with val_loss = 0.6001
Epoch 47, accuracy: 0.7113
batch size: (887, 887)
Epoch 48, accuracy: 0.7100
Epoch 48, Train Loss: 0.0002, Val Loss: 0.6011
batch size: (913, 913)
Epoch 49, accuracy: 0.7119
Loaded best model with val_loss = 0.6000510454177856
test :accuracy 0.7112, f1_macro: 0.7105, f1_micro: 0.7112, auc: 0.8606
Training GraphSAGE with 8 layers...
可训练参数: 1054729_GraphSAGE
不可训练参数: 0
batch size: (884, 884)
✅ Epoch 0: New best model saved with val_loss = 1.0986
Epoch 0, accuracy: 0.3805
